學號,不及格學分數,學年學期,修習學分總數,示警類別
8790eb5b2ff2c341bab5b6f29104c9b44e06971141f4fec766f7f13f0f2673f3,"2 ",1031,"2 ",1/3不及格
94419ca64b9d49226f51abc421342382a48af815a4af22bc93721f33dbb28818,14,1031,23,1/2不及格
52f906181c98a86e6dbbd70f140a9912f0534d76452ea809b099b5ec933e7c70,"3 ",1031,"3 ",1/3不及格
727c736f86c9bb026d46d11f25cb9b0d152c203410abfa1441b5bda706eecd56,"3 ",1031,"3 ",1/3不及格
e6e57fd942ebfd2fa83a65e2338d1c3d283e37e357cd14418b281ca43d9771b1,15,1031,20,2/3不及格
5b99d6c082e66a649864e58ac7f1eca44c47dc6f8cd5bda9a9568948fc4ef0a6,13,1031,19,2/3不及格
321a6fe2e15b0d19cfbc5340722c058873542814b8574a89ea95321cfd91f953,"3 ",1031,"3 ",1/3不及格
3c06a19eb511a896dae39e500ebe3e78c84be5f5265259ca81d7c59b3b2728c8,"2 ",1031,"2 ",1/3不及格
5610980b4e79cc10e78cfa778596b536b7b41087eb8a05c02bbc2a8352adbe74,"2 ",1031,"2 ",1/3不及格
7905ba86cb271f94b3bc02c8bb9bdcc585574242e313a2e25af0451ab3a8f505,"2 ",1031,"2 ",1/3不及格
3296cdcfb96ba76e23e8ed3a2ea070056ade7cbca7e003127a99e0fbda25ffd7,16,1031,16,2/3不及格
748350bb7bdf9b8fdca325f33e8106aebfd6a30583a5393773aa1ce6be5ae407,"6 ",1031,"6 ",1/3不及格
7eeb3a72a88e73e1e1e0f832046caeed883bd935ee232e792b4e4c08be0ceec0,"4 ",1031,"4 ",1/3不及格
184afbbea5684d3e7c16a050919793efd1a38ce52bb63290c7b8657ee58f6fa6,"3 ",1031,"3 ",1/3不及格
9f84c4b4aab9b42290ae692b1496e6591df69851da6e56323c0af78973b51ebf,"3 ",1031,"3 ",1/3不及格
78914247089631e44bef9981871a801caf84398b94ab641fa2cb001cb4bd93b0,"3 ",1031,"3 ",1/3不及格
28114141d254a28843cf827f46e31cb11362c79435b6fac03c809402f9a1c8de,"6 ",1031,"9 ",1/3不及格
fa7a157b71bedd584c67697cb3c3f126884cb2d6a03473d657f39b988b35b5d1,"2 ",1031,"2 ",1/3不及格
8be9ed9a5a5357fa50660f31247b897e738505d4f73b62f9cd25d4dcc14f7c7b,"3 ",1031,"3 ",1/3不及格
1692e5f5c3604cba9ae59cdf63300b37a7e695d2c1b1d7cf62a85d4e05c5477c,15,1032,15,1/2不及格
f7fe63df363fea2ed2455620895923d2555fc46b8a7e82b1968e6445afc497ad,10,1032,10,1/3不及格
fecb4457d81f70226ce644f9eaebf3f428383869fa6b473b942d88365cad2c46,"6 ",1032,"6 ",1/3不及格
c7c361c0b738b01c44ec10bced4d5a1aee37b911b3e3e26a40db66e07112fd4e,13,1032,13,1/3不及格
92c2a2590c25699f46559e2ea22660848e640d9348b21d60cc19ef98ecb4523e,"4 ",1032,"4 ",1/3不及格
1e039a388f0ea5eda5c2dc5d7153d6bee5040736729ea850a1c6185a89d68ef3,"2 ",1032,"2 ",1/3不及格
39b84351aa39f212a29114f1d36d86e4dc575f7295cd7f35a910f9c5a230ab62,"4 ",1032,"4 ",1/3不及格
901d64f9f8f4e6feb41bdea9dc5000d4d438885d36dd7336fd0fe4873e7365fb,"9 ",1032,16,1/2不及格
a613950f267d9ac4e5bf0c2efc0a493e01745a52655982983d1dd68e46dc4568,18,1032,26,2/3不及格
c15681bf2ddfe3ef73fc2890d14ba866eda01ca7f5922089f1d44aeb60eaad0c,"5 ",1032,"5 ",1/3不及格
267c0ab1044348fb6fb0446240903587b1b3b8d6504500c84707292905a58298,11,1032,15,1/2不及格
d8c320ac2d078d152e5b006a6a02e9c0f9da9cd934b41e4551475fca33c72508,"8 ",1032,"9 ",1/3不及格
d6303f751f0e8b90ee3921eb3fc0f8d2ae7c90556fb03428e176723cc3b16e9e,11,1032,16,2/3不及格
eb3ad6f7f27dac11c54b98dd464d77e06fa9bbba5b73b7991578a7b888da035d,13,1032,13,1/2不及格
5b8887cb72d19ab84628399e125d702af90eaab4ab98ffc1274d93d69f458bd0,"8 ",1032,13,1/2不及格
9645ec634eaa6cb3b978f9ce6f805bbcbeb2bc59fc177090d2dba4971f1ed39c,12,1032,12,1/3不及格
dc5ccdfa5385d8c6e5e24e2edae89cd7fb9967fbb17f1a38ea78a07bdd3f1948,"8 ",1032,13,1/2不及格
6ab22434145b89d85678423506e35343b3998a3138f28e3776a296a89898924d,"9 ",1032,15,1/2不及格
d3285e92797ce5e4123e0a78d58142b022921f59329cdc0f62e16d52f89c039b,"4 ",1032,"4 ",1/3不及格
3ad11769dd521259a2ad6a1c3c76b7286d799312b6cbfcafada1b7124a83e323,"6 ",1032,12,1/2不及格
b3a85970a7efe17a2419ba3ae353d7b502b3a28b878aa9f77337e8fe542d093d,"3 ",1032,"3 ",1/3不及格
3d7cd043e388ba4a851a30e54641b2b23b9383b46a5ccb2fa88c267ac50462d4,"6 ",1032,"6 ",1/3不及格
438814eccdc5150f97d89a4ab8685c97cfcf4ea4875bcb87174705c91f8a3657,16,1032,20,2/3不及格
c168ab390d99ebdfec447029175a6d9949f323cbb2aa2ce93a632d9fafdc09cf,"6 ",1032,12,1/2不及格
0c16caf6bf0efeaf244f8cb5192fb70dfe0746560b31ea75549f3881a152a358,"6 ",1032,"9 ",1/3不及格
a7e4f33001a8409de654a05cd98953bd1c839c482851ff3e905e8b48d4ba467e,11,1032,17,1/2不及格但是為特殊身分
30d2e8afc4b3fe41b4284e47863e096879d6affdf81b4b83806a16e7b6d145d2,"4 ",1032,"4 ",1/3不及格
f869a9e7af4fa5717b40f4dc31c7119e93ee0b0fb224407ad025cb3a3b9c02cb,11,1032,14,2/3不及格
84d5739f7b3fb6c810ae0243f5531c821fccc0397b4a7652bad71d2f851cad84,24,1032,24,1/3不及格
137c973e9570f8b591a74e5e5054705ed4dd508218b1d5f777d2ccc48d3e6e6a,12,1032,12,1/2不及格
f085027cb74d042e0cadab3ed9db47260b46f0ac9303a8d1e51b7fb36ceb8f18,"3 ",1032,"3 ",1/3不及格
f02485fb9325a85790e9a1866393884a9967613c6d0db434728f8bd981c20be1,"5 ",1032,"5 ",1/3不及格
8bf87302eb481f531984a5e856a52bc90c6d2dd3b7e1ee9bfe3a96c5381bcff3,16,1032,22,1/2不及格
928a4f74f18eeba83c652e6ab1d9e4de142675e609cd5963032a0bdd3c3e02c9,"6 ",1032,"6 ",1/3不及格
fed62adeb3868b21a4dbead2cae1aae897f24ac1da1e81da87badce108c5ac7c,"6 ",1032,"9 ",1/3不及格
a3f46c45c03ddb10797ef475cf9319a641db47ca5cb34d99fb5d94335eaa539e,"4 ",1032,"4 ",1/3不及格
0155ce9dddc3c435829cc6f15bc7c9292fecab5cdee2b69c5794d11d6cd7955a,11,1032,21,1/2不及格
6c7133e6f63510419faaaa74e2e747d3e110d9d4f194d4ac518a211ea81b761d,"6 ",1032,"9 ",1/3不及格
1b3c4482cf317fbc284f5e01b9f88df4810bf7a9d70ec1799ce5c2359ecc07f3,"3 ",1032,"3 ",1/3不及格
f701eaae698d329be73ffb4af3180bd31eabb0ebe0e1ec7b2bcb66fd55cb8d37,12,1032,24,1/2不及格
7be1f757364213e8937726b086fe384d1360f2bf8ea00bd05eab88ef3141329a,12,1032,12,1/2不及格
828abe005beacfca7262215881c8dd5a4bd8fb27ddf8218d44d2cafa9370fc91,"9 ",1032,16,1/2不及格
37fabefa27ee6a02fc87ae4098c5786eec2a2fa6ea22be1feefe3ba8e76b3545,18,1032,30,1/2不及格
2e85daba258477208af36aa71ef586f0c2b2dc2f5ffd1bd1ef3580bb458bd6e6,"4 ",1032,"4 ",1/3不及格
b54dac07b070041d30935827841b12d3706cae912995c6aea2ec5ef06861ff91,"6 ",1032,11,1/2不及格
cbdd9db24470c8d6ac96a425ab38ef4ad6f113ddc597cbaf6540c4a6073945d4,14,1032,14,2/3不及格
5a4434b31587f2344b0f5bf12e70b736703e16d85f5ae5db36158e5835cd01aa,10,1032,18,1/2不及格
d87f09be3d4cbdb9c1af25f56393b180bfb5adf7457b6496b84dd96f01e9798c,"8 ",1032,16,1/2不及格
a553896bf3a036be40377942fe03b516113e1b6683f983cb8ad896e691a742ff,"8 ",1032,"8 ",1/3不及格
c611e97023fc7c40bdbe2aff1e162e23f30726b41166207d2270e250050d8c87,"8 ",1032,"8 ",1/3不及格
57c2f03a352b810bd5648e615e8f95da16dfa37661f38beb7f60153edeb5b0a2,"8 ",1032,"8 ",1/3不及格
a79325e460aedfd122cc65ce6774b3d0dfc4fd457a173ec5718156b6f47e8f2d,"8 ",1032,"8 ",1/3不及格
08ab64ce07b145fb180d8ce5129feb5e9213f107dd2e343f5cdf91db243f3513,11,1032,19,1/2不及格
d712ad1f3dca81990e05485bc8875b5658dfa2c7b12fe3bb5f4ab5128e587728,"3 ",1032,"3 ",1/3不及格
a3822767185096060c90f90b3b3ac4bc74ed0d630a3ded871fd8186f42d44ee9,15,1032,22,1/2不及格
a138a3d3ecbe15160ea9a117aa50174a9ac1efd86ffa64166830f110def64ecf,12,1032,20,1/2不及格但是為特殊身分
6befbab7d96694485b326e23e71001dfcc72a3b46a4f0cdf599dec740c06eee5,10,1032,18,1/2不及格
72b45192143a1171af61e4339e2dbe26ab1d6a2fb19e6b25da51def6418330f7,"9 ",1032,18,1/2不及格但是為特殊身分
04be0b9fd2caef6ff67ccf8e6251057c94341edfb99279bcecba2c3115e0f753,12,1032,17,2/3不及格
964e87010da04c61e6346e14b352f7f77749eb55586a4759ba190b8b543114f6,12,1032,23,1/2不及格
54630c291be2da5c255d77d29de67db712d1a6a8d02d0a9738d2847d08234f98,12,1032,20,1/2不及格
140d54b6bb225a5e18faf6e6470fd1b3966b66d4a55fb1707169770ac088a54e,12,1032,17,1/2不及格
af54ba27f9eb6cb1a41d8da00c9d11894afd9e46e230c6e28ff5e4a4c1377e62,12,1032,16,1/2不及格
60a124bea9c33651fa23f65156c324f5e9c8fb134c1bba5aaedecb07b40a6c8f,12,1032,19,1/2不及格
b929b1bcb33370d48af4f0d79799685dcaf10be8c9ceccdd6da97a8f95fb9a10,14,1032,20,1/2不及格
f6f0740e990338ef6dd8b1514ffc78905ac49a73e46984422576d096edd89efa,12,1032,20,1/2不及格但是為特殊身分
e856e60d0075b4c745ebc1ad2ae9337cd75472af3c88c1a5527a977c70ef5846,12,1032,19,1/2不及格
8a7d67128370949010075c39c6bd6674faad19e7a787fa3102da813d000ae0ff,"8 ",1032,16,1/2不及格
722508c96c53814666c777fbd34223d2ef6deee5ca8c4f95e9abdae387f4f12d,11,1032,22,1/2不及格但是為特殊身分
a480c2063826e56176fca5181de1b0399b351297a9d78dc970b4b0cc140b4ab4,18,1032,18,1/2不及格
bf03c6eabc25ca37e464a458b258d27925a0a155e845b81686d16c4695ff4047,15,1032,21,2/3不及格
b2917391f5d90823c411984b70a70b12815e7c9f668e01b4e3a9d37ba55cb66e,"9 ",1032,18,1/2不及格
4a5e9a243c442d7c673314ac09257d539c4d62c52e7a60fc70d82238c0a3bd02,12,1032,19,1/2不及格但是為特殊身分
420c745c92b912fe7a55df701b0ff4a1cb810a57e9a6e136aab0f18050649e17,15,1032,17,1/2不及格
b80dc8b213e061f2c1bdd9fae8cbb8a7bffd4254fbb61c6dd6bb342961f96eee,11,1032,18,1/2不及格
5c7d12539da60dfeb8877d0d5109e9d540fd916177b579b698edd9a67cb3d3b1,11,1032,18,1/2不及格
036ef02377d1dfda719e17ca85e7990623b0d600cab2449d782ed7629b813894,21,1032,28,1/2不及格
13302ad912e9b318e77e1ee977201ca6f916dd235c5944e607b1ccb38515a3ce,14,1032,26,1/2不及格
cecc5ec58675875f8579d1e98fc10189e993f90065059943de2a4021fad85888,11,1032,17,1/2不及格
1510763001974f36c31e1b72746747828c81b435931a437d97194bce81bbd6f3,12,1032,24,1/2不及格
616058a92787a88f481042b1d63421db7425b417cb17e0388e5649521f7cd645,10,1032,14,2/3不及格
6574ac2294e2892a7947fae27dff13105bc42416b5d9b50e00c24d0dd04adc6b,13,1032,20,1/2不及格
24f69dedec9f883444d42d4d9704dfbc1b97d6e25fbf85cce50d35d5907e6440,15,1032,17,1/2不及格
833200e5294d98d41ffe3c8cd443a097cf8525db3d6363b028f62ed35a9d7c61,10,1032,16,1/2不及格
cec9b6b5b75fd0ba6e9a2cf17d93ce9659171797b38f491285e5f74c1a49a864,"9 ",1032,17,1/2不及格
e4713e4f3fe667d53258a3dda8748673ffd7381853fc987a13c0f04f87802d89,12,1032,21,1/2不及格
6813e7d84c66005661ff0fe570d0821c6a02edd1cdd608d592be4d882803b534,12,1032,16,2/3不及格
a3ab9cade240982a33ca39e9dda90e78d5ca80758886e91160a2e31b99a5d60a,16,1032,20,2/3不及格
1e4927fddfbc2e0322546e793fc5006ce87779f7fbfbd648f62f48e1d73a149a,12,1032,20,1/2不及格
4010f41b4353fd70d327696a755cd97ca7b8435c064f820cb8493f4d7214683b,13,1032,17,1/2不及格
18e6478894cfc7a942a5407532bfed28c6eeed700cf790fe9dadb602652967a4,10,1032,19,1/2不及格
b84c046cafe948b222fc23ff60fe20d4c5643c186b75a2ef5de5098d7fe349f0,11,1032,17,1/2不及格
3aef1791a94f6d959f436112c05352f7dcdde452b308a1fd96c7bd69ca780c20,11,1032,16,1/2不及格
cae7e374dc36ee50b4040aaeea6f5e91d69e08ce14f60f76eda5bafc77a10141,"9 ",1032,16,1/2不及格
391dc2a2e59248c69415db84ecd86b9e7c37144cef06619a6ba8cdc25d10bc1a,11,1032,17,1/2不及格
99b57b46800f4868c46b0c13c56085f729a8854038ea0495aa2040f39482715a,"9 ",1032,16,1/2不及格
0aca8a00e3138f491ea410762a50fd7e56340ca6b5a0a4313222e8b1ce1f420a,11,1032,17,1/2不及格
0e645c67498d86e184a81fd8e81262f8eab53b357a39738c4a26f08aa073ab3d,11,1032,18,1/2不及格
07dde1d05dbc887265d2dfd450f9701836fc1030a1aae7f25a2dee97fc7a1943,14,1032,24,1/2不及格
12547862482837ee2fed511d90ce5107379b3b88c4848a06db2f02de559a12fa,"9 ",1032,18,1/2不及格
1b6f70f93381be2b9648f447b79e49f63bff8b13aad5243686be6de1e960c236,13,1032,17,1/2不及格
14b56d9694e741b770e45c97a7c120684d6298e2b1fce1eb6856cbaa32ba3081,15,1032,21,1/2不及格
ea6c77e71b9f9286aaed52a83c62b08f2cd491096fea99c105b63056e6cfe7d3,"8 ",1032,16,1/2不及格但是為特殊身分
49a78a55ec06214abe262f9dd5d9bd6ad2bdd584263d8a9fd7fd49a6ed2bd9ae,13,1032,19,1/2不及格
4bff6611baddf27ed5f39c3aee6862b5a503a24a34528a41a53f66ee5f3c9598,12,1032,22,1/2不及格
98aa12fa7ccb6130ee033c5b4475723898bd7a9d476aed475dac177508f1ff55,15,1032,22,2/3不及格
8ebad7fc2fa7b379066960826dc6a0abba73bc6fc26e16e5a53dae6a64e182f5,15,1032,24,1/2不及格
538050139550b24f6f70fb0598cd2a1e2dc1080c486a61b9aaa82a6b7a2eacd9,"8 ",1032,16,1/2不及格但是為特殊身分
bcf8a95b379573111ea3e33cda4b1d06e2cb0d6acccf8d51ed8e738410a19766,12,1032,22,1/2不及格
803c09eb210586052b6f6098634d23ed4f62998bc3f196631bb2c4064668b019,"9 ",1032,17,1/2不及格
66bb19abf6bf751beb9270f7b5f2b2dee389024ef5c8fecee0781110f3eb566b,11,1032,18,1/2不及格
26e4bb8ff96948040edea07f5f2f2eb3928e12415405147155216c2f097e1260,12,1032,21,1/2不及格
f277819fc58473438a1b1b0f8e8278f7da783612d53db7a43a42aa5dad3cb0d6,15,1032,21,1/2不及格
fa365196c070a8912fce32cbfb0c155d987043240ea1b8680535dd72c4f9566b,15,1032,24,1/2不及格
ab1c19ba5f7200a1bc552028fab01f55c6dbd5c0661c26b90b9bd44204fd232d,10,1032,20,1/2不及格
e8dbb7585d4db36d6407c8396a4892e89b71c54f1e4d2736a68eb9b9a8cd66a6,10,1032,18,1/2不及格
c9859b83c346034d86f1f4fa227e7cb32a317abe929666444b528f3014780b35,16,1032,18,1/2不及格
fc2b21b6323d0f778387ea6afc80f334ab7dfd4f6b94f59599dab2b797a28a54,"9 ",1032,16,1/2不及格
33f4e2c788ffbcc33fe5ff4869004b3b0bbacdec54e90a60e5cfc38fc0b8e9c9,12,1032,20,1/2不及格
a37a569a6320a59f78b2361166b9ef557aff2a454b7917eaa1a1d94b8ac60a58,15,1032,25,1/2不及格但是為特殊身分
66358a43b33c4dc980ed9186bc928e3c968fec602180294c172f87173583b792,20,1032,20,1/2不及格
4c7d558060a8fe5cc31bec7066ea556916f85548f490b189fb7d3b3716c6a54a,22,1032,22,1/2不及格
54d9d893df67f3deb86060f2caf22d39b560760515fc98c49ddf38f68b9130a9,"6 ",1032,11,1/2不及格但是為特殊身分
9b16aad706b166eb093827ee462ac557dc984bc2c488b94970e750aa7a533179,12,1032,17,1/2不及格
75f4b3f12706f70981b5c5421dc718f051ed108ff70cade4d561c0e2a1c758f1,23,1032,23,1/2不及格
5083e257ad2625c69f4b97d1ba60be5558f178ac75a6d134db5922134dbb46b0,16,1032,21,1/2不及格
f87563951d29b155bb8868bc89dc29587042d8ea4e7a85e2696f11df09cac2a4,10,1032,20,1/2不及格
43fa1e11a4bd8c8ba257f1a458014c956b3a935969ceca2b4ecb6819a88b8223,10,1032,18,1/2不及格
c1b757cb645e98a437e20327658fc20a1d55bb08060f6a91534467e87e4e033c,12,1032,21,1/2不及格但是為特殊身分
b568be61716f30950d86a83d063069b7208ccbdc455175d49e967a0fdbf7925a,12,1032,17,1/2不及格
34cf9e9cb887b5f89ae8300272ea067d8d6bb87fce7a7571dd87da90457c54d8,12,1032,21,1/2不及格但是為特殊身分
7a41e56e7599e4af1e7e106278458a46d6a8e48748d0886460125115c7554758,"9 ",1032,12,2/3不及格
578b9dafcde24ac5586a2b55a72f4a82f0c319f956ab8652cec8074bbd9cbcd0,21,1032,21,1/2不及格
490873ff3d542372820ee31c1955b11a75dd3b83fda65aa0e6fa6aed7cd6f64d,15,1032,18,2/3不及格
80710249f210d235ceca1a5aa7a3415ec6f538bcfa3ee48fd539fd44e2a0609f,10,1032,19,1/2不及格
f3852ca34c2f758f31931d18bc306501e1df84042ad951836559735ec15b4c1e,10,1032,18,1/2不及格但是為特殊身分
f4b7ddfc539c5f7272a8aeb4cacfa32dbbfa87824fb9ee0171cdbc582f78ab35,12,1032,19,1/2不及格但是為特殊身分
3098cf60e2a17642aa81422511440ab712e7eea028fed1e09da0711aacc1cb64,10,1032,19,1/2不及格但是為特殊身分
3d434a7fd38d5b97f8350ea872009be6bc0d86bfe511cd734ca5467f0f4ced25,10,1032,17,1/2不及格
b06c5eae9769a3a1e9a247b8b0404c55bc12f93874c92a9fd44c1d3d74d979ff,15,1032,18,1/2不及格
83ef23af1f70ec4eb25cb7f3eac732627003c1c2247cc8ca2755a9875e7ceacb,17,1032,20,1/2不及格
429476d0aa8c44c04a3d6a9a72b7af5fe221c3cd417f62e097c23d6cfd2f0474,10,1032,20,1/2不及格
529a74d51c37b7931502bb8e2fe93f403db540aba2e0abccf21457f37459d1fc,18,1032,20,1/2不及格
bf1608559e1b35c711df5264370bcbcd2b9c4813f02afa020aa07aebdf6af611,13,1032,23,1/2不及格
af79786dac30984ab8f4090f0639799750fabd59932eb02eaa32c2b4f84e3ad7,11,1032,17,1/2不及格
9f1d73b6a3bc6725dbb8e0c677fc78083dc02d2ea377fbf54939915f2d66ae7a,12,1032,21,1/2不及格
3cf4ef42e5168fa6794bd3a525b12447878548e3a6ddc06a3d74d4258f64a5a5,10,1032,18,1/2不及格
2529f69d36bc6b4db4d41e6a5c1f2f140546bd962f6aecdb66368845f5b850d3,13,1032,19,1/2不及格
fb2561269a0b9a9f194724be961cdb21caea8dd7c661af4598c160a540431f73,"9 ",1032,17,1/2不及格
75cab14a85d2b2988753efd9d49ee87fc620a5bfde4de6eaa6c0b1757be76302,11,1032,22,1/2不及格
532b66e9b89eeaa2699b02e102bd39992eebd803a9bc82979786369abcf6e788,11,1032,19,1/2不及格
ff68ce0de816021f86f0321337ffb175b905310a24e27800c9e2294babb7d552,11,1032,19,1/2不及格但是為特殊身分
6d981740c170aed19ba32ff310c6344156c7359c2ff1fde87a397592ca6b1afe,16,1032,19,1/2不及格
bd4f48e66e2ad5c7c58027565c858e0311c3344dc4c1ee7d2fe89f7b215fe712,13,1032,21,1/2不及格
2d4dc2568d1280d64f3144fd36758c4cafafa6ae50cad96b333bf2c75e2348af,12,1032,20,1/2不及格
d03ecbedb60dd4bf4dc2416bc4599edba2bca2bf7abce34addd1e2f62b96bd81,11,1032,19,1/2不及格
737ac36b6e42c51b910a8cc4a40c5eb833c7b1b55737bb1a4e28b90ee8335afc,12,1032,22,1/2不及格
96fe6fc0699ef733bb31334f0e067b771ee0cd55f3b3beb5739276e5416f2d2b,12,1032,21,1/2不及格
f3ff33d33d70961a13a96a31d69a4b1875b2aefcb4eb6c198d07dc199f2be381,12,1032,20,1/2不及格
14f04b46ed15d4e518a093dd705cdca628d8b7c855f65705c726b05f7c534ed8,12,1032,21,1/2不及格
e1556244bee1a10fc4487744754edbd20eb2b619497066f66425f7087f662817,10,1032,18,1/2不及格
dd6ff4887888bf927c818ab879620c15ce7ccb035be719517657d7fc7e74ca4a,15,1032,24,1/2不及格但是為特殊身分
4d33b23cf3e4bb5d5267ef40630892b1cd7265459c25bb14b05623ec715feaac,"9 ",1032,18,1/2不及格
b4b4ce00b3339de267de4fb81eef0ccc18dccc25d97faf1091a634c19b63d13d,11,1032,19,1/2不及格
d620ee6110ee4e7439d597d97df45b7a26cd45edadef1528abf2f0b0fc051ba2,17,1032,22,1/2不及格
db49ca5728df9c83842d325a99f3dd605f93c0e12c44f29a558ce05bd188c3b0,11,1032,22,1/2不及格
57bec1cf7eb93f31936423d0cf30bbb3a4e300c88137acbcc0099b5bbfa2c978,15,1032,24,1/2不及格但是為特殊身分
89326c5543a5214aa667eea4f0a080bc41794c7a74b2dee5567ad16a38147359,14,1032,19,1/2不及格
68af54a9e0ad121fae1a9ba33cee85d890a271bf88d2e6bf36e336a6a284ffa3,11,1032,21,1/2不及格
609a7daa2ae86d58e263975c6276f3f07c9703a213c39c128b31b93a243614bf,"9 ",1032,17,1/2不及格
d154cd19af23aceec72658bce22be618fd5004e05e9dc5e052fd90e9ef772689,"3 ",1032,"3 ",1/3不及格
e4979dd1834881785be086b4b10d8e333f5f1784c846ab03859b81a3e117aff8,"6 ",1032,"6 ",1/3不及格
2e8b84ebed006cf87f06ba24a1cf72c93cb6632d75e9a65ed59d19a87ebe3510,"7 ",1032,10,1/2不及格
dddafcab79d18e634979a15264970fc30b15fb43ab95bb2c9fe353c766e3dfdc,"6 ",1032,"9 ",1/3不及格
d6926c9ac52460db75b9de0a7740d02b6c6f8e6f3cb0f8ba84755a7797d0d2d5,"2 ",1032,"2 ",1/3不及格
d3bc15e3a665c073e685e45afd2ab06977e53be2ddb7c8292fdd71261d88af2b,"3 ",1032,"3 ",1/3不及格
b7c9f5681f866a1434475065d22d5e7371e4cdd1f969d2e641a082f3414cef44,"3 ",1032,"3 ",1/3不及格
704513d35904bd285ffaf0f035e17d6d8b1e99f3a85ebf67798e3ef545c90dcb,"5 ",1032,"5 ",1/3不及格
39f86452c259125e667d290f284ec3d40e8751d5c0ba620b0db21efa7332ae72,"3 ",1032,"3 ",1/3不及格
8584432d4d528a85f40a451879f551eb6b4c263f4cd866c645e936d6d525aa69,"3 ",1032,"3 ",1/3不及格
1cfa0d5c10c243ab247b5dc2efc4024bea16ef18528c66ece25d67d0d1c3b427,"3 ",1032,"3 ",1/3不及格
e7080b2acc2173021f1f168f7ab0408cde8844765569b235232c80da6313b15a,10,1032,16,1/2不及格但是為特殊身分
5bd73d4efdb8a1388243616d76f6ad571b5b4f55525861cc7679ef2578991274,"9 ",1032,18,1/2不及格但是為特殊身分
3521bf36a1813fb6d411c2d9418984b849c6412d683f7c36c544fe78a8bdaec3,"2 ",1032,"2 ",1/3不及格
52f906181c98a86e6dbbd70f140a9912f0534d76452ea809b099b5ec933e7c70,"3 ",1032,"3 ",1/3不及格
727c736f86c9bb026d46d11f25cb9b0d152c203410abfa1441b5bda706eecd56,"3 ",1032,"3 ",1/3不及格
c5d464fd73c06a7c3c2aac5b925ac20cbfe5f9432baba1bae5544f69ffdeadae,"2 ",1032,"2 ",1/3不及格
5b99d6c082e66a649864e58ac7f1eca44c47dc6f8cd5bda9a9568948fc4ef0a6,"6 ",1032,10,1/2不及格但是為特殊身分
3c06a19eb511a896dae39e500ebe3e78c84be5f5265259ca81d7c59b3b2728c8,"2 ",1032,"2 ",1/3不及格
00af725eaf3d51a17d57fd4f8ffca6dedf551a7467e39bea964ddf67396adff0,"5 ",1032,"5 ",1/3不及格
c2053d4eaf8e67df4f878b8d03b711188f005fdac8b543cddf87f9df77e9bad6,"9 ",1032,10,1/2不及格
9f84c4b4aab9b42290ae692b1496e6591df69851da6e56323c0af78973b51ebf,"3 ",1032,"3 ",1/3不及格
aa4e832dcc1927f45a15c1324bf59681e24f40f3e2b5977d1567cbf59c44f0c4,"6 ",1032,"6 ",1/3不及格
930cd38076c2ac8a2a1f4d70a02afac4e347735be9ec620ad51edfdbfb3a0632,"2 ",1032,"2 ",1/3不及格
58ebc08d9611d4bde1d2c9384fdbdc4b3864b329b8cb643e78e20ff2282016d3,"9 ",1032,18,1/2不及格
fa7a157b71bedd584c67697cb3c3f126884cb2d6a03473d657f39b988b35b5d1,"6 ",1032,"6 ",1/3不及格
8ddc6b12f731b8533858aa42eb073d968b8de2390fcbd0711812e90f47e1792c,"6 ",1041,12,1/2不及格
7b0931077ed72fda7247f7a83c7fe346dffa9666c3d1eb1b55b7202a1a77fbc0,"2 ",1041,"2 ",1/3不及格
be6a53c189135a41741ca82ceaee051419079c969256f438804578151bbda88f,"7 ",1041,"9 ",1/3不及格
c0c052dee30201b17ee0ff32175e308cbdd00df192c14a48afbf283a825f1651,10,1041,15,1/2不及格
b56445e13f6351135c51f1f6d815d0e055869d24cea13439a713fe22dd00b3c6,"1 ",1041,"1 ",1/3不及格
6fe7f87792b93980236814b798ab18c6a9829ed00318daf65eaab040b99efb4c,"3 ",1041,"3 ",1/3不及格
66d13f90dcbb366bcfc4dab5a3d3c8409d2e0c61d758f50fd808088acadb9092,"1 ",1041,"1 ",1/3不及格
48b971f001a4a8e3d5b5f384453381dcdf9427d3a5490887816da5887888c896,"3 ",1041,"4 ",1/3不及格
5b1ae07ca89c8e7ec83f70a3930eab415b5fbcd744e5fabd58f89c333322e944,"2 ",1041,"2 ",1/3不及格
04a5f774fa31f44101af1b052b1e36cdbddc1158fc8d8a36dac496965398361c,"9 ",1041,18,1/2不及格
2947ddd793f89ea08d11fb4dde4314992ce286ce408ec526d0e5bc9c24d7048b,"1 ",1041,"1 ",1/3不及格
fa3eed31fcaa29b27602fbc9315693abe4a6fc43b1e42332a6a4082faba383f8,"1 ",1041,"1 ",1/3不及格
b40f4689a911296850b164fe7f99260091e02e3342c2ba230342ae10705619c8,"3 ",1041,"3 ",1/3不及格
f4c652c3a34966582cac8a96721b8bed9722eff29339c861369edecbceacfdd2,"6 ",1041,"8 ",1/3不及格
6daac4a709613a69aa41ea4028943070263dc34d345b32a340b2112fc218fd0d,21,1041,24,1/2不及格
d63c8354f73902fa3f94cfdac7c933664bf374e49afee4f2e0f7803c247b8a67,"1 ",1041,"1 ",1/3不及格
a7e4f33001a8409de654a05cd98953bd1c839c482851ff3e905e8b48d4ba467e,15,1041,30,1/2不及格但是為特殊身分
