學號,系所名稱,年級班別,組別,學期-班一般名次,學期-班一般人數,學期-平均成績,學期-鎖定排名,學期-系一般名次,學期-系一般人數,學期-組一般名次,學期-組一般人數,學期-成績是否全到,學期-班名次,學期-班人數,學期-系名次,學期-系人數,學期-組名次,學期-組人數,學年學期,累計-班一般名次,累計-班一般人數,累計-平均成績,累計-鎖定排名,累計-系一般名次,累計-系一般人數,累計-組一般名次,累計-組一般人數,累計-成績是否全到,累計-班名次,累計-班人數,累計-系名次,累計-系人數,累計-組名次,累計-組人數
7a27e25d160edcd06ce55ab371f84474873b2f0c2c6a2465e6c15bf6aa38229c,機械工程學系碩士在職專班,3年級,,"0  ","21 ",0,全班成績已到鎖定排名,"0  ","21 ",,,成績全到,"0  ","21 ","0  ","21 ",,,1042,"7  ","21 ",87.19,全班成績已到鎖定排名,"7  ","21 ",,,成績全到,"7  ","21 ","7  ","21 ",,
26e96ea292ab7bfda64c01784b2be0cc0492a60e28c63b480383074aa2f77c68,資訊工程學系,3年級1班,,"29 ","57 ",81.63,全班成績已到鎖定排名,"55 ",112,,,成績全到,"29 ","54 ","55 ",108,,,1042,"50 ","57 ",69.53,全班成績已到鎖定排名,"97 ",112,,,成績全到,"48 ","54 ","94 ",108,,
c36ef19b4afd0b8ff5eaaebe0846fbd54fee6dea1b1d17b6942cb120fba58b8d,機械工程學系碩士在職專班,3年級,,"0  ","21 ",0,全班成績已到鎖定排名,"0  ","21 ",,,成績全到,"0  ","21 ","0  ","21 ",,,1042,"5  ","21 ",88.36,全班成績已到鎖定排名,"5  ","21 ",,,成績全到,"5  ","21 ","5  ","21 ",,
a89c336b34dc447aa5502d86eca12b2ae1f62f752dc49808e1a31ce8762c45a2,機械工程學系碩士在職專班,3年級,,"0  ","21 ",0,全班成績已到鎖定排名,"0  ","21 ",,,成績全到,"0  ","21 ","0  ","21 ",,,1042,"11 ","21 ",85.78,全班成績已到鎖定排名,"11 ","21 ",,,成績全到,"11 ","21 ","11 ","21 ",,
946feb5bcc3aa846b1e595ac89513d17a356fad468cc4ccd8e1243ff2fe97057,機械工程學系碩士在職專班,3年級,,"0  ","21 ",0,全班成績已到鎖定排名,"0  ","21 ",,,成績全到,"0  ","21 ","0  ","21 ",,,1042,"18 ","21 ",81.08,全班成績已到鎖定排名,"18 ","21 ",,,成績全到,"18 ","21 ","18 ","21 ",,
1909632c394f7f1072f549e523def2ac7b0b27eac96f7da46f8b8d65f1d65626,地球科學學系,4年級,,"52 ","56 ",57.40,全班成績已到鎖定排名,"52 ","56 ",,,成績全到,"50 ","54 ","50 ","54 ",,,1042,"37 ","56 ",73.15,全班成績已到鎖定排名,"37 ","56 ",,,成績全到,"37 ","54 ","37 ","54 ",,
6195d1e684f42769d7e333bed0bf1de4d37cf7afc2ae668e5adaa5a78e20e6e6,地球科學學系,3年級,,"24 ","49 ",80.00,全班成績已到鎖定排名,"24 ","49 ",,,成績全到,"24 ","48 ","24 ","48 ",,,1042,"31 ","49 ",76.60,全班成績已到鎖定排名,"31 ","49 ",,,成績全到,"31 ","48 ","31 ","48 ",,
890e129748e3ccc9239537713f284c2599440f4c229ea5d88846a6ac655ec320,數學系,4年級2班,,"2  ","40 ",90.63,全班成績已到鎖定排名,"6  ","84 ",,,成績全到,"2  ","38 ","6  ","79 ",,,1042,"2  ","40 ",90.47,全班成績已到鎖定排名,"3  ","84 ",,,成績全到,"2  ","38 ","3  ","79 ",,
f0dce5334c841cd97a06b08b06de0175cd9db97d0ba5225d5f20c7af2b931231,天文研究所博士班,2年級,,"2  ","3  ",0,全班成績已到鎖定排名,"2  ","3  ",,,成績全到,"2  ","3  ","2  ","3  ",,,1042,"1  ","3  ",86.61,全班成績已到鎖定排名,"1  ","3  ",,,成績全到,"1  ","3  ","1  ","3  ",,
2aa7b823027ca0f87efcffe3b0333d06179055facd2d313cc053a523873e2f27,英美語文學系,3年級,,"32 ","57 ",84.24,全班成績已到鎖定排名,"32 ","57 ",,,成績全到,"32 ","56 ","32 ","56 ",,,1042,"24 ","57 ",85.54,全班成績已到鎖定排名,"24 ","57 ",,,成績全到,"24 ","56 ","24 ","56 ",,
9df7f84e6be93d8dbc76b8e9e808a9d2d5b744faca960bd9069f3ce8f391ce14,歷史研究所碩士班,3年級,,"3  ","13 ",0,全班成績已到鎖定排名,"3  ","13 ",,,成績全到,"3  ","13 ","3  ","13 ",,,1042,"7  ","13 ",86.25,全班成績已到鎖定排名,"7  ","13 ",,,成績全到,"7  ","13 ","7  ","13 ",,
32357426f10c37c9c73c07fac2492ff5795a0893dd0518d01d876237f9145f29,歷史研究所碩士班,3年級,,"3  ","13 ",0,全班成績已到鎖定排名,"3  ","13 ",,,成績全到,"3  ","13 ","3  ","13 ",,,1042,"2  ","13 ",89.00,全班成績已到鎖定排名,"2  ","13 ",,,成績全到,"2  ","13 ","2  ","13 ",,
7b074af85c6cae9f9f5ebc4528fbd286663db8fa5bba60b421127ea4aa54611d,中國文學系,3年級,,"19 ","53 ",84.21,全班成績已到鎖定排名,"19 ","53 ",,,成績全到,"17 ","49 ","17 ","49 ",,,1042,"9  ","53 ",86.81,全班成績已到鎖定排名,"9  ","53 ",,,成績全到,"7  ","49 ","7  ","49 ",,
3b534af29ec9860150b967241ac12a30c0547f17feff3b95917ba1ee8122adc1,中國文學系,3年級,,"21 ","53 ",83.56,全班成績已到鎖定排名,"21 ","53 ",,,成績全到,"19 ","49 ","19 ","49 ",,,1042,"13 ","53 ",85.10,全班成績已到鎖定排名,"13 ","53 ",,,成績全到,"11 ","49 ","11 ","49 ",,
b8473287965104a87e8006ee37457af69128e0f598ea6f54df03f31f21e053d5,中國文學系,3年級,,"20 ","53 ",84.06,全班成績已到鎖定排名,"20 ","53 ",,,成績全到,"18 ","49 ","18 ","49 ",,,1042,"30 ","53 ",80.74,全班成績已到鎖定排名,"30 ","53 ",,,成績全到,"28 ","49 ","28 ","49 ",,
580a55fe830175142338ffbaa7b9565559457e47b78fef794b089e162b57f0ed,化學工程與材料工程學系,3年級,,"40 ","51 ",67.33,全班成績已到鎖定排名,"40 ","51 ",,,成績全到,"38 ","49 ","38 ","49 ",,,1042,"43 ","51 ",67.62,全班成績已到鎖定排名,"43 ","51 ",,,成績全到,"41 ","49 ","41 ","49 ",,
b9a5acda99bb4eca775ea185570b8cc1c999356390e76342c45723c0d31d60e8,英美語文學系,3年級,,"40 ","57 ",83.50,全班成績已到鎖定排名,"40 ","57 ",,,成績全到,"40 ","56 ","40 ","56 ",,,1042,"47 ","57 ",79.23,全班成績已到鎖定排名,"47 ","57 ",,,成績全到,"47 ","56 ","47 ","56 ",,
fa59f72bd83d4a2d99b132d65be33cbd2afe0c029b8ebe523f9141b75349166a,通訊工程學系,3年級,,"48 ","49 ",51.70,全班成績已到鎖定排名,"48 ","49 ",,,成績全到,"46 ","47 ","46 ","47 ",,,1042,"48 ","49 ",61.15,全班成績已到鎖定排名,"48 ","49 ",,,成績全到,"46 ","47 ","46 ","47 ",,
d00c651b03c5f03a7d0c7a03389d490c555b9755b3271cb3d055683330e523f4,通訊工程學系,3年級,,"22 ","49 ",80.44,全班成績已到鎖定排名,"22 ","49 ",,,成績全到,"22 ","47 ","22 ","47 ",,,1042,"34 ","49 ",72.28,全班成績已到鎖定排名,"34 ","49 ",,,成績全到,"34 ","47 ","34 ","47 ",,
d0adc49791591fcaefa709d8d5d9282847df6d83acfe6c4acb618d680b7d65bb,機械工程學系碩士在職專班,3年級,,"0  ","21 ",0,全班成績已到鎖定排名,"0  ","21 ",,,成績全到,"0  ","21 ","0  ","21 ",,,1042,"2  ","21 ",89.31,全班成績已到鎖定排名,"2  ","21 ",,,成績全到,"2  ","21 ","2  ","21 ",,
0e70bfa362f4d2cb43aff70094491faff821800f7e2a378eca7e57d105f287c9,土木工程學系,3年級2班,,"4  ","44 ",86.94,全班成績已到鎖定排名,"7  ","95 ",,,成績全到,"4  ","42 ","7  ","89 ",,,1042,"7  ","44 ",81.38,全班成績已到鎖定排名,"13 ","95 ",,,成績全到,"6  ","42 ","12 ","89 ",,
59ea4813fb023e58bab7e81d5596a3a75ec410e75a5b496bbd64d55bd6daa220,土木工程學系,3年級2班,,"25 ","44 ",76.05,全班成績已到鎖定排名,"49 ","95 ",,,成績全到,"24 ","42 ","47 ","89 ",,,1042,"19 ","44 ",75.66,全班成績已到鎖定排名,"39 ","95 ",,,成績全到,"18 ","42 ","36 ","89 ",,
3f1b0548085a3ca280c407575a5e5c8bfeb255d83239a99a0d6647b336a809df,土木工程學系,3年級2班,,"44 ","44 ",57.06,全班成績已到鎖定排名,"94 ","95 ",,,成績全到,"42 ","42 ","88 ","89 ",,,1042,"39 ","44 ",66.66,全班成績已到鎖定排名,"80 ","95 ",,,成績全到,"38 ","42 ","76 ","89 ",,
702293e030c8fa7a2468f6669bd3386147526baf7c52d6f3fc81febde9d88b69,生命科學系,3年級,,"35 ","40 ",64.63,全班成績已到鎖定排名,"35 ","40 ",,,成績全到,"35 ","40 ","35 ","40 ",,,1042,"39 ","40 ",62.71,全班成績已到鎖定排名,"39 ","40 ",,,成績全到,"39 ","40 ","39 ","40 ",,
c9bd994a7bcff01ca0e1c89d72d1d2b2b731a5f6ba12830f3e92433ad4c35a2e,生命科學系,3年級,,"17 ","40 ",81.90,全班成績已到鎖定排名,"17 ","40 ",,,成績全到,"17 ","40 ","17 ","40 ",,,1042,"28 ","40 ",70.56,全班成績已到鎖定排名,"28 ","40 ",,,成績全到,"28 ","40 ","28 ","40 ",,
58de9d3cf0659d005f180a16d633ebb3e7283793ac83c4475be96744042326f0,生命科學系,3年級,,"16 ","40 ",82.55,全班成績已到鎖定排名,"16 ","40 ",,,成績全到,"16 ","40 ","16 ","40 ",,,1042,"18 ","40 ",77.20,全班成績已到鎖定排名,"18 ","40 ",,,成績全到,"18 ","40 ","18 ","40 ",,
391dc2a2e59248c69415db84ecd86b9e7c37144cef06619a6ba8cdc25d10bc1a,生命科學系,3年級,,"30 ","40 ",73.78,全班成績已到鎖定排名,"30 ","40 ",,,成績全到,"30 ","40 ","30 ","40 ",,,1042,"35 ","40 ",64.41,全班成績已到鎖定排名,"35 ","40 ",,,成績全到,"35 ","40 ","35 ","40 ",,
c16bbe09f276c4115965e533b52ab41ac578bba6a640fd32cf4a8aed8f755b04,物理學系,4年級,,"56 ","70 ",73.22,全班成績已到鎖定排名,"56 ","70 ",,,成績全到,"56 ","70 ","56 ","70 ",,,1042,"50 ","70 ",69.90,全班成績已到鎖定排名,"50 ","70 ",,,成績全到,"50 ","70 ","50 ","70 ",,
14f6c4165c8271da22aa3fc78d8ba4e81a5396e7f0addb82d8c97e2c6a6468d7,英美語文學系,3年級,,"28 ","57 ",85.33,全班成績已到鎖定排名,"28 ","57 ",,,成績全到,"28 ","56 ","28 ","56 ",,,1042,"21 ","57 ",85.73,全班成績已到鎖定排名,"21 ","57 ",,,成績全到,"21 ","56 ","21 ","56 ",,
0b075da3a4b1f009466b7efda0f9978b3f9ca5a43e300fe76edaefcea4f072ab,土木工程學系碩士在職專班,3年級,,"0  ","8  ",0,全班成績已到鎖定排名,"0  ","8  ",,,成績全到,"0  ","8  ","0  ","8  ",,,1042,"6  ","8  ",87.09,全班成績已到鎖定排名,"6  ","8  ",,,成績全到,"6  ","8  ","6  ","8  ",,
9e8d2e65d5fcd6cfc22791a121825acf45ca4cb875a45e887e86c9ab793abe24,物理學系,4年級,,"41 ","70 ",80.35,全班成績已到鎖定排名,"41 ","70 ",,,成績全到,"41 ","70 ","41 ","70 ",,,1042,"36 ","70 ",74.80,全班成績已到鎖定排名,"36 ","70 ",,,成績全到,"36 ","70 ","36 ","70 ",,
479d0cabedbb7beb6cca224c8fcc59e9fc5866dc97cc9fdfebc28fc17bef202d,光電科學與工程學系,3年級,,"19 ","36 ",73.00,全班成績已到鎖定排名,"19 ","36 ",,,成績全到,,,,,,,1042,"20 ","36 ",73.00,全班成績已到鎖定排名,"20 ","36 ",,,成績全到,,,,,,
f24bd74a58c08277fb335fc31803bf96c86e545c475fedefbe3f3fe6480b30b3,光電科學與工程學系,3年級,,"12 ","36 ",77.16,全班成績已到鎖定排名,"12 ","36 ",,,成績全到,,,,,,,1042,"12 ","36 ",76.95,全班成績已到鎖定排名,"12 ","36 ",,,成績全到,,,,,,
67043d05a656722f71d3634fa36f12cc9f9c853dd5263c8c7f737cf76f4bae0f,土木工程學系碩士在職專班,2年級,,"1  ","16 ",93.00,全班成績已到鎖定排名,"1  ","16 ",,,成績全到,"1  ","16 ","1  ","16 ",,,1042,"10 ","16 ",87.08,全班成績已到鎖定排名,"10 ","16 ",,,成績全到,"10 ","16 ","10 ","16 ",,
714c47626b66a56fbed5ed101d9c1ae8fe56b0a16b921318362242b1ac64c2ca,地球科學學系,4年級,,"18 ","56 ",84.00,全班成績已到鎖定排名,"18 ","56 ",,,成績全到,"18 ","54 ","18 ","54 ",,,1042,"2  ","56 ",90.29,全班成績已到鎖定排名,"2  ","56 ",,,成績全到,"2  ","54 ","2  ","54 ",,
2de9c6959561784fc9884910cac0bf3f12f74da60f68b3c63df39a81b6559ce6,生命科學系,4年級,,"15 ","45 ",85.80,全班成績已到鎖定排名,"15 ","45 ",,,成績全到,"15 ","44 ","15 ","44 ",,,1042,"6  ","45 ",84.07,全班成績已到鎖定排名,"6  ","45 ",,,成績全到,"6  ","44 ","6  ","44 ",,
24aad10515904ff14d15494dc411adfb14f7718af8f21498f032028c0e8bcb83,物理學系,4年級,,"44 ","70 ",77.50,全班成績已到鎖定排名,"44 ","70 ",,,成績全到,"44 ","70 ","44 ","70 ",,,1042,"48 ","70 ",71.25,全班成績已到鎖定排名,"48 ","70 ",,,成績全到,"48 ","70 ","48 ","70 ",,
c3f08045ec2d25db2e29fd875137e12108961cb1fa84666b4502a850cfd5c663,機械工程學系碩士在職專班,3年級,,"0  ","21 ",0,全班成績已到鎖定排名,"0  ","21 ",,,成績全到,"0  ","21 ","0  ","21 ",,,1042,"1  ","21 ",90.94,全班成績已到鎖定排名,"1  ","21 ",,,成績全到,"1  ","21 ","1  ","21 ",,
fefdcd50efbaa9c2326eb518a18d41094dcbc5645eb7620412552632003675c4,土木工程學系碩士在職專班,3年級,,"0  ","8  ",0,全班成績已到鎖定排名,"0  ","8  ",,,成績全到,"0  ","8  ","0  ","8  ",,,1042,"1  ","8  ",89.88,全班成績已到鎖定排名,"1  ","8  ",,,成績全到,"1  ","8  ","1  ","8  ",,
416f2fc94f5450bae464658dde91087c9c8200cffd4a5e870aaf41e29b0d41ca,機械工程學系碩士在職專班,3年級,,"0  ","21 ",0,全班成績已到鎖定排名,"0  ","21 ",,,成績全到,"0  ","21 ","0  ","21 ",,,1042,"8  ","21 ",87.17,全班成績已到鎖定排名,"8  ","21 ",,,成績全到,"8  ","21 ","8  ","21 ",,
7e90aa373054f55c20a554630903de2c1abe393a300af0fa6a132d7c7bd2e7d3,地球科學學系,4年級,,"12 ","56 ",87.67,全班成績已到鎖定排名,"12 ","56 ",,,成績全到,"12 ","54 ","12 ","54 ",,,1042,"6  ","56 ",88.21,全班成績已到鎖定排名,"6  ","56 ",,,成績全到,"6  ","54 ","6  ","54 ",,
91402fac5410beae9e8a85f7293d93f501532bbc7984dae922f5871671536e23,物理學系,4年級,,"15 ","70 ",86.50,全班成績已到鎖定排名,"15 ","70 ",,,成績全到,"15 ","70 ","15 ","70 ",,,1042,"19 ","70 ",81.90,全班成績已到鎖定排名,"19 ","70 ",,,成績全到,"19 ","70 ","19 ","70 ",,
45f4773cfaa59625a59c087e52cc9ee9d99644a0cccf6c598aacda36229df222,能源工程研究所碩士班,3年級,,"0  ","5  ",0,全班成績已到鎖定排名,"0  ","5  ",,,成績全到,"0  ","5  ","0  ","5  ",,,1042,"5  ","5  ",69.22,全班成績已到鎖定排名,"5  ","5  ",,,成績全到,"5  ","5  ","5  ","5  ",,
12371e9195f0175cc051384ce01e4a13ccdb6cb5f1835b53712809735383502e,資訊管理學系,4年級2班,,"45 ","49 ",63.00,全班成績已到鎖定排名,"90 ","98 ",,,成績全到,"44 ","48 ","88 ","96 ",,,1042,"43 ","49 ",67.22,全班成績已到鎖定排名,"91 ","98 ",,,成績全到,"42 ","48 ","89 ","96 ",,
5a69a4a6a1a5c8268b7fd192d3758ab7ef743037abeed1b99a156f65a40ea753,資訊管理學系,4年級1班,,"24 ","49 ",80.25,全班成績已到鎖定排名,"46 ","98 ",,,成績全到,"23 ","48 ","45 ","96 ",,,1042,"24 ","49 ",78.46,全班成績已到鎖定排名,"43 ","98 ",,,成績全到,"23 ","48 ","42 ","96 ",,
36938dc05c1e389d65b6a36c7ae7f24da1b69ed096fc65336b9c706d2189c3d2,機械工程學系碩士班,3年級,,"0  ","15 ",0,全班成績已到鎖定排名,"0  ","15 ",,,成績全到,"0  ","15 ","0  ","15 ",,,1042,"6  ","15 ",82.50,全班成績已到鎖定排名,"6  ","15 ",,,成績全到,"6  ","15 ","6  ","15 ",,
7b50eaa68eec2ec22ce08eb4e7be1609ba8ed1e130e9bb82149f7aac680b9f1b,資訊工程學系,3年級1班,,"23 ","57 ",83.16,全班成績已到鎖定排名,"46 ",112,,,成績全到,"23 ","54 ","46 ",108,,,1042,"21 ","57 ",78.98,全班成績已到鎖定排名,"46 ",112,,,成績全到,"21 ","54 ","46 ",108,,
2c48578da07298d9d931729a06b4c5970a7cfb9da343985028383a4d9fbd003f,資訊工程學系,3年級2班,,"11 ","55 ",91.67,全班成績已到鎖定排名,"15 ",112,,,成績全到,"11 ","54 ","15 ",108,,,1042,"11 ","55 ",84.26,全班成績已到鎖定排名,"23 ",112,,,成績全到,"11 ","54 ","23 ",108,,
303c75be48d27f9b09a8cb4ea5b02b96ad89f8aee1bea372615ea06019fcc733,光電科學與工程學系,3年級,,"13 ","36 ",76.83,全班成績已到鎖定排名,"13 ","36 ",,,成績全到,"11 ","32 ","11 ","32 ",,,1042,"14 ","36 ",75.98,全班成績已到鎖定排名,"14 ","36 ",,,成績全到,"12 ","32 ","12 ","32 ",,
8ca7394989174990dfcb46790e8d7f9c446c32042e0c99020db25e40af29ccf0,物理學系,4年級,,"40 ","70 ",80.73,全班成績已到鎖定排名,"40 ","70 ",,,成績全到,"40 ","70 ","40 ","70 ",,,1042,"11 ","70 ",84.65,全班成績已到鎖定排名,"11 ","70 ",,,成績全到,"11 ","70 ","11 ","70 ",,
eeac351bbee17960ba27a729a3f6885d81a9539544723d2e447e0f57d610f080,光電科學與工程學系,3年級,,"3  ","36 ",85.11,全班成績已到鎖定排名,"3  ","36 ",,,成績全到,"2  ","32 ","2  ","32 ",,,1042,"7  ","36 ",80.43,全班成績已到鎖定排名,"7  ","36 ",,,成績全到,"6  ","32 ","6  ","32 ",,
638015c7b0d4eb758de84e364ff6b87a1e520a966b5b85f84804addc79115808,生命科學系,4年級,,"9  ","45 ",90.00,全班成績已到鎖定排名,"9  ","45 ",,,成績全到,"9  ","44 ","9  ","44 ",,,1042,"8  ","45 ",83.52,全班成績已到鎖定排名,"8  ","45 ",,,成績全到,"8  ","44 ","8  ","44 ",,
a4267172b1f36012e17495ddf978b706773c9d98a5c6d742a10c0ab475edde01,物理學系,4年級,,"43 ","70 ",77.61,全班成績已到鎖定排名,"43 ","70 ",,,成績全到,"43 ","70 ","43 ","70 ",,,1042,"53 ","70 ",69.33,全班成績已到鎖定排名,"53 ","70 ",,,成績全到,"53 ","70 ","53 ","70 ",,
28fa8d9ce9fd498ed0b4aab471678862d42660961446cf9eefd0dd70e2606a10,物理學系,4年級,,"33 ","70 ",82.67,全班成績已到鎖定排名,"33 ","70 ",,,成績全到,"33 ","70 ","33 ","70 ",,,1042,"29 ","70 ",78.62,全班成績已到鎖定排名,"29 ","70 ",,,成績全到,"29 ","70 ","29 ","70 ",,
09edcb766f74eaba337db0f975319a143fc4c4fb93ac98b7f076e4274f92ad55,物理學系,4年級,,"26 ","70 ",83.88,全班成績已到鎖定排名,"26 ","70 ",,,成績全到,"26 ","70 ","26 ","70 ",,,1042,"40 ","70 ",74.59,全班成績已到鎖定排名,"40 ","70 ",,,成績全到,"40 ","70 ","40 ","70 ",,
7e8d2d525ecc95e063dba4d4b1a258157eab0da3167e8070f2764a1d3c4d5951,物理學系,4年級,,"66 ","70 ",62.17,全班成績已到鎖定排名,"66 ","70 ",,,成績全到,"66 ","70 ","66 ","70 ",,,1042,"32 ","70 ",76.13,全班成績已到鎖定排名,"32 ","70 ",,,成績全到,"32 ","70 ","32 ","70 ",,
7e69e50a8318cd863e30b9c73963bb1e93295dc5d520012b4fc238d19c65ff66,英美語文學系碩士班,3年級,,"0  ","6  ",0,全班成績已到鎖定排名,"0  ","6  ",,,成績全到,"0  ","6  ","0  ","6  ",,,1042,"2  ","6  ",86.89,全班成績已到鎖定排名,"2  ","6  ",,,成績全到,"2  ","6  ","2  ","6  ",,
f8148bb7d4c6cd92f17d12f6d0409539bbcd6f99ea6770e36ceb0c17e966908e,物理學系,4年級,,"34 ","70 ",82.20,全班成績已到鎖定排名,"34 ","70 ",,,成績全到,"34 ","70 ","34 ","70 ",,,1042,"45 ","70 ",72.77,全班成績已到鎖定排名,"45 ","70 ",,,成績全到,"45 ","70 ","45 ","70 ",,
1b0fd3a26ff17fddfd1c6d2ebbfb0ca64befb61b9e67c62211781353e6bc8916,物理學系,4年級,,"55 ","70 ",73.36,全班成績已到鎖定排名,"55 ","70 ",,,成績全到,"55 ","70 ","55 ","70 ",,,1042,"35 ","70 ",74.88,全班成績已到鎖定排名,"35 ","70 ",,,成績全到,"35 ","70 ","35 ","70 ",,
20bf2a9cad621aee06d2f4ff403fe441c1473c4d91e12381972f2d605e752c5f,物理學系,4年級,,"23 ","70 ",84.80,全班成績已到鎖定排名,"23 ","70 ",,,成績全到,"23 ","70 ","23 ","70 ",,,1042,"14 ","70 ",84.25,全班成績已到鎖定排名,"14 ","70 ",,,成績全到,"14 ","70 ","14 ","70 ",,
612a8a338c66099c4cc36b329e3475da1873521207f7b372caed411d2a3a2d4b,物理學系,4年級,,"57 ","70 ",73.00,全班成績已到鎖定排名,"57 ","70 ",,,成績全到,"57 ","70 ","57 ","70 ",,,1042,"46 ","70 ",72.73,全班成績已到鎖定排名,"46 ","70 ",,,成績全到,"46 ","70 ","46 ","70 ",,
